1 5 157 1 1 0 1 1
2 5 213 1 1 1 1 0
3 5 206 1 1 1 1 0
4 5 258 1 1 0 1 1
5 5 161 1 0 1 1 1
6 5 251 0 1 1 1 1
7 5 202 0 1 1 1 1
8 5 186 0 1 0 1 1
9 5 236 0 1 1 1 1
10 5 142 1 1 0 1 1
11 5 265 1 1 1 0 1
12 5 232 1 1 1 0 1
13 5 165 1 1 0 1 1
14 5 296 1 1 1 1 0
15 5 181 1 0 1 1 1
16 5 255 1 1 0 1 1
17 5 297 1 1 1 1 0
18 5 212 1 1 0 1 1
19 5 220 1 1 1 1 0
20 5 288 0 1 1 1 1
21 5 219 1 0 1 1 1
22 5 250 1 0 1 1 1
23 5 250 1 1 1 1 0
24 5 242 1 0 1 1 1
25 5 242 1 0 1 1 1
26 5 260 0 1 1 1 1
27 5 309 1 1 1 0 1
28 5 228 1 0 1 1 1
29 5 244 1 1 1 0 0
30 5 251 1 0 1 1 1
31 5 131 1 1 0 1 1
32 5 202 1 1 0 1 1
33 5 257 1 1 0 1 1
34 5 287 1 1 0 1 1
35 5 266 0 1 1 1 1
36 5 152 1 0 1 0 1
37 5 239 1 1 1 1 0
38 5 160 1 1 0 1 1
39 5 243 1 1 1 1 0
40 5 179 1 1 1 1 0
41 5 119 1 1 1 0 1
42 5 217 1 1 0 1 1
43 5 253 1 1 1 1 0
44 5 117 1 1 0 0 1
45 5 174 1 0 1 1 1
46 5 219 1 1 1 1 0
47 5 245 1 1 1 1 0
48 5 208 1 1 0 1 0
49 5 263 1 1 1 1 0
50 5 149 1 0 1 1 1
51 5 222 0 1 1 1 1
52 5 114 1 1 0 1 1
53 5 307 0 1 1 1 1
54 5 266 1 1 1 0 1
55 5 259 0 1 1 1 1
56 5 292 0 1 1 1 1
57 5 268 0 1 1 1 1
58 5 245 1 0 1 1 1
59 5 265 1 1 1 0 1
60 5 177 1 0 1 1 0
61 5 218 1 0 1 1 1
62 5 262 1 1 1 0 1
63 5 241 1 1 1 1 0
64 5 196 1 1 0 1 1
65 5 249 0 1 1 1 1
66 5 222 1 1 1 0 1
67 5 226 0 1 1 1 1
68 5 154 1 0 1 1 1
69 5 158 1 1 1 0 1
70 5 327 0 1 1 1 1
71 5 179 1 1 1 1 0
72 5 183 1 1 1 1 0
73 5 74 1 1 1 0 0
74 5 256 1 0 1 1 1
75 5 235 0 1 1 0 1
76 5 199 1 1 0 1 1
77 5 213 1 1 1 0 1
78 5 306 1 1 1 1 0
79 5 274 0 1 1 1 1
80 5 232 1 1 0 1 1
81 5 200 1 0 1 1 1
82 5 248 0 1 1 1 1
83 5 261 1 1 1 0 1
84 5 237 1 0 1 1 1
85 5 239 1 1 0 1 1
86 5 287 1 1 0 1 1
87 5 260 0 1 1 1 1
88 5 310 1 1 0 1 1
89 5 298 1 0 1 1 1
90 5 246 1 1 0 1 1
91 5 279 0 1 1 1 1
92 5 273 0 1 1 1 1
93 5 210 0 1 1 1 0
94 5 255 1 1 0 1 1
95 5 165 0 1 1 1 1
96 5 305 1 1 1 0 1
97 5 219 1 1 1 0 1
98 5 184 0 1 1 1 1
99 5 211 1 1 1 1 0
100 5 243 1 0 1 1 1
