1 5 535 1 0 0 1 1
2 5 1368 1 1 1 0 0
3 5 1121 1 0 1 1 1
4 5 881 0 1 1 1 1
5 5 645 0 1 1 1 1
6 5 1144 1 1 1 0 1
7 5 1562 1 1 0 1 1
8 5 1185 1 0 1 1 1
9 5 1137 1 1 0 1 1
10 5 1370 1 0 1 1 1
11 5 1578 1 1 1 1 0
12 5 1005 1 1 1 1 0
13 5 1500 1 1 0 1 1
14 5 1135 1 1 0 1 1
15 5 1149 1 1 1 0 1
16 5 1144 0 1 1 1 1
17 5 1529 0 1 1 1 1
18 5 988 1 1 0 1 1
19 5 916 0 1 1 1 1
20 5 380 0 1 1 0 1
21 5 1270 1 0 1 1 1
22 5 666 1 1 1 1 0
23 5 840 1 1 0 1 1
24 5 1045 1 1 1 1 0
25 5 972 1 1 1 0 1
26 5 1183 1 1 0 1 1
27 5 1231 1 1 0 1 1
28 5 1400 1 1 1 1 0
29 5 1036 0 1 1 1 1
30 5 1523 1 1 0 1 1
31 5 1196 0 1 1 1 1
32 5 1349 1 1 0 1 1
33 5 841 0 1 1 1 1
34 5 1814 1 0 1 1 1
35 5 1000 1 0 1 1 1
36 5 1737 1 1 1 0 1
37 5 981 1 1 1 1 0
38 5 733 1 1 1 1 0
39 5 1083 1 0 1 1 1
40 5 732 1 1 0 1 1
41 5 1101 1 1 1 0 1
42 5 649 1 0 1 1 1
43 5 975 0 1 0 1 1
44 5 1207 0 1 1 1 1
45 5 951 1 1 1 0 1
46 5 1024 1 1 1 1 0
47 5 1157 1 0 1 1 1
48 5 797 1 0 1 1 1
49 5 668 1 1 0 1 1
50 5 1372 1 1 1 1 0
51 5 1365 0 1 1 1 1
52 5 1200 1 1 0 1 1
53 5 1088 1 1 1 0 1
54 5 1151 0 1 1 0 1
55 5 1007 1 0 1 1 1
56 5 1256 1 0 1 1 1
57 5 1003 1 1 1 1 0
58 5 1688 1 0 1 1 1
59 5 1404 1 1 0 1 0
60 5 1221 1 1 0 1 1
61 5 1531 1 0 1 1 1
62 5 1210 1 1 0 1 1
63 5 1205 1 1 0 1 1
64 5 1491 1 1 0 1 1
65 5 1200 1 1 0 1 1
66 5 1567 1 0 1 1 1
67 5 1373 0 1 1 1 1
68 5 1133 1 1 1 1 0
69 5 1173 1 1 1 1 0
70 5 861 1 0 1 1 0
71 5 1483 1 1 0 1 1
72 5 1223 1 1 1 0 1
73 5 1279 1 1 1 1 0
74 5 1031 1 0 1 1 1
75 5 1231 1 1 1 0 1
76 5 1165 1 1 0 1 1
77 5 1099 0 1 1 1 1
78 5 1030 1 1 0 1 1
79 5 932 1 1 0 1 1
80 5 1033 0 1 1 1 1
81 5 897 1 0 1 1 1
82 5 1099 1 1 1 1 0
83 5 737 1 1 1 1 0
84 5 800 1 1 0 1 1
85 5 1335 1 1 1 1 0
86 5 991 1 1 0 1 1
87 5 1121 0 1 1 1 1
88 5 1196 1 1 0 1 1
89 5 620 1 1 1 0 1
90 5 1250 1 1 1 0 0
91 5 949 0 1 1 1 1
92 5 833 1 1 1 1 0
93 5 1513 1 0 1 1 1
94 5 908 1 1 0 1 0
95 5 1197 1 1 1 0 1
96 5 908 1 1 0 1 1
97 5 1350 1 1 1 1 0
98 5 1225 1 0 1 1 1
99 5 1201 1 1 0 1 1
100 5 1017 1 1 1 0 1
