1 5 148 15 1 18 226 81 19 60 417 11 130
2 5 136 30 293 12 301 25 31 57 428 46 135
3 5 204 96 309 98 283 3 45 3 388 55 257
4 5 142 47 366 20 243 61 45 41 272 9 400
5 5 200 51 149 69 16 66 468 52 167 13 15
6 5 228 68 85 58 274 35 95 61 489 64 395
7 5 232 94 30 84 415 7 177 30 327 75 81
8 5 231 53 118 20 338 35 149 86 275 95 315
9 5 260 96 107 59 431 54 417 20 108 96 214
10 5 140 7 173 8 135 65 317 71 351 25 43
11 5 274 48 304 75 227 79 376 70 154 71 407
12 5 224 45 372 16 69 55 347 78 233 87 361
13 5 172 34 99 62 175 91 158 18 384 11 165
14 5 191 48 286 31 341 82 370 11 475 67 24
15 5 258 99 190 80 110 10 322 40 131 94 252
16 5 263 93 464 52 219 68 319 95 483 21 101
17 5 190 81 385 78 366 7 420 23 309 49 51
18 5 308 78 69 89 387 91 48 87 320 41 277
19 5 140 26 206 17 314 17 377 27 191 89 396
20 5 168 61 33 10 238 19 452 56 392 64 346
21 5 269 88 200 77 66 74 385 59 32 39 474
22 5 150 13 319 46 132 80 142 44 338 5 445
23 5 192 53 460 24 318 65 439 33 28 66 86
24 5 244 58 405 66 121 35 57 60 251 87 490
25 5 228 65 427 59 155 70 413 48 188 43 171
26 5 228 85 84 58 467 20 495 71 133 52 199
27 5 234 97 490 46 496 19 456 88 277 43 93
28 5 141 23 150 47 112 44 472 22 389 41 123
29 5 144 8 455 32 332 92 430 17 40 31 194
30 5 161 10 92 71 256 29 413 38 316 54 421
31 5 214 93 177 1 34 81 52 56 166 37 267
32 5 206 45 316 16 148 53 102 99 144 45 395
33 5 100 13 393 17 245 81 412 8 240 6 405
34 5 249 41 234 46 429 85 59 99 356 41 407
35 5 170 45 128 24 183 30 203 25 464 89 474
36 5 125 50 156 18 31 23 192 15 60 51 403
37 5 218 33 249 43 395 44 351 81 193 72 44
38 5 189 12 222 99 150 58 55 27 302 41 117
39 5 204 38 470 39 481 63 231 50 21 66 4
40 5 204 25 135 33 174 68 455 30 129 100 170
41 5 223 10 2 95 284 65 160 94 85 15 142
42 5 169 92 426 6 145 82 47 6 17 26 488
43 5 194 40 300 2 138 20 373 81 448 100 162
44 5 284 79 215 90 190 26 105 64 49 97 178
45 5 140 1 166 43 387 32 162 99 428 1 104
46 5 200 54 245 8 75 54 353 79 420 56 174
47 5 253 97 301 12 387 56 76 64 448 88 236
48 5 156 28 418 48 251 23 161 77 365 20 71
49 5 239 87 487 60 441 18 296 45 76 89 327
50 5 299 48 151 96 188 100 298 64 241 66 42
51 5 124 77 295 17 479 19 114 25 262 18 247
52 5 172 48 77 42 83 44 60 51 297 30 105
53 5 221 92 215 43 384 12 408 37 390 93 349
54 5 186 90 400 17 449 6 426 79 208 41 50
55 5 262 70 220 90 362 40 75 74 413 54 439
56 5 284 96 58 91 399 1 376 80 208 87 466
57 5 240 92 159 24 356 6 207 94 468 84 298
58 5 139 20 167 82 158 69 434 2 430 1 188
59 5 132 30 149 17 390 20 452 79 84 20 329
60 5 128 79 463 17 197 24 206 10 206 30 30
61 5 241 41 208 96 96 57 8 80 490 28 377
62 5 213 14 215 28 313 87 397 91 257 47 376
63 5 204 74 179 55 484 35 307 4 230 87 158
64 5 256 58 19 14 283 94 201 86 436 69 231
65 5 148 62 101 19 226 2 358 53 315 50 338
66 5 176 10 310 53 206 28 463 53 59 77 121
67 5 212 73 53 53 94 78 284 5 489 57 256
68 5 235 96 71 63 72 51 183 52 466 32 38
69 5 143 18 65 75 178 29 108 53 67 4 435
70 5 258 85 331 93 410 46 369 84 457 15 392
71 5 210 51 131 23 160 46 154 52 442 91 18
72 5 286 92 182 23 33 76 285 95 406 72 118
73 5 237 44 65 67 186 91 114 56 29 39 2
74 5 139 5 438 38 182 51 233 61 215 19 386
75 5 120 27 10 16 330 88 425 7 124 12 419
76 5 249 27 210 87 408 95 286 90 306 13 62
77 5 111 25 270 49 166 6 337 31 83 28 285
78 5 228 69 119 16 437 75 495 66 475 60 39
79 5 122 53 347 16 214 50 367 8 423 26 358
80 5 323 82 441 38 147 97 115 97 265 90 298
81 5 72 9 172 66 344 8 338 6 319 1 162
82 5 129 56 12 26 260 76 179 2 388 2 410
83 5 184 57 354 64 484 1 327 97 125 12 134
84 5 272 10 377 100 41 37 287 100 188 94 324
85 5 75 1 258 10 450 29 368 46 463 8 16
86 5 173 49 472 29 368 87 357 49 382 3 205
87 5 188 59 150 41 289 90 384 14 265 32 357
88 5 176 14 388 12 315 63 193 64 466 68 371
89 5 157 47 438 91 263 13 248 33 386 13 408
90 5 136 54 247 14 203 60 19 10 374 32 397
91 5 248 86 119 40 266 32 462 83 377 69 276
92 5 139 94 149 17 483 40 185 21 499 2 191
93 5 184 45 165 48 281 55 485 54 276 29 70
94 5 281 54 434 80 121 100 67 31 224 87 486
95 5 270 84 41 47 321 34 42 82 256 91 195
96 5 250 16 500 83 392 79 442 98 226 37 185
97 5 178 87 381 13 224 39 8 80 109 4 471
98 5 208 88 83 26 79 94 229 3 268 50 337
99 5 124 2 197 29 318 39 360 46 174 40 107
100 5 236 2 383 99 206 46 450 100 290 48 90
