1 5 185 15 86 84 130 22 293 25 284 86 135
2 5 259 96 489 57 45 55 330 61 201 55 400
3 5 224 51 345 94 167 13 426 68 286 55 95
4 5 301 98 395 83 177 75 439 53 99 68 149
5 5 224 96 294 87 417 20 476 43 34 35 135
6 5 227 64 351 25 481 48 372 76 154 71 23
7 5 234 75 69 55 390 73 166 32 384 58 341
8 5 241 74 475 67 161 99 398 22 322 40 467
9 5 307 93 219 68 472 97 101 77 366 49 388
10 5 157 64 277 19 206 27 444 80 303 7 238
11 5 277 91 392 64 238 88 385 77 32 27 319
12 5 232 29 338 65 460 33 330 66 172 98 321
13 5 291 59 349 83 188 43 141 85 290 94 495
14 5 220 40 485 98 496 88 212 19 113 30 112
15 5 232 95 389 41 472 92 83 10 355 52 413
16 5 190 64 421 36 34 81 280 34 267 23 316
17 5 294 30 102 99 225 79 62 79 245 81 36
18 5 260 83 234 85 495 72 407 62 128 24 149
19 5 233 67 156 18 113 39 60 87 249 81 360
20 5 193 28 222 99 287 11 302 41 440 63 250
21 5 233 66 464 25 165 91 129 100 159 10 473
22 5 278 65 467 17 142 86 145 82 29 98 196
23 5 250 100 3 79 449 38 105 64 482 32 491
24 5 260 93 245 8 267 71 420 56 34 97 60
25 5 244 56 316 90 236 39 418 48 111 73 71
26 5 236 45 442 48 478 60 241 66 337 77 82
27 5 216 19 125 53 247 97 77 42 220 60 105
28 5 353 92 211 77 408 93 317 90 85 90 426
29 5 285 42 50 73 75 74 268 88 480 80 376
30 5 293 94 458 32 356 94 420 60 100 87 430
31 5 244 38 149 30 390 79 99 66 391 93 197
32 5 180 42 206 30 395 41 478 98 377 15 215
33 5 256 52 376 36 484 87 431 58 67 88 231
34 5 232 62 91 46 358 53 247 68 46 62 206
35 5 285 93 59 77 17 73 263 57 489 57 454
36 5 140 37 466 32 297 18 375 36 108 53 20
37 5 254 82 369 84 71 79 253 27 160 46 258
38 5 287 91 264 92 115 82 118 27 65 67 453
39 5 224 56 191 38 253 47 215 51 10 88 34
40 5 274 98 210 87 474 62 62 47 270 49 29
41 5 240 31 140 69 79 88 495 60 326 53 78
42 5 242 92 441 38 484 60 41 69 338 44 12
43 5 294 36 388 70 354 97 59 100 184 65 5
44 5 228 8 310 87 245 77 205 73 150 41 446
45 5 352 98 388 63 316 94 371 88 263 98 247
46 5 187 41 19 24 266 83 341 56 467 30 483
47 5 236 37 499 84 165 48 271 97 276 29 10
48 5 345 87 121 100 152 98 419 65 42 82 455
49 5 271 94 500 83 395 46 185 77 224 39 399
50 5 196 77 83 26 466 46 268 50 378 46 199
51 5 324 86 383 99 229 58 90 79 462 84 424
52 5 259 89 109 42 78 50 252 79 163 64 450
53 5 252 35 203 44 41 96 27 92 369 49 473
54 5 294 88 464 66 458 90 420 39 420 85 227
55 5 218 58 111 74 432 54 457 71 173 16 241
56 5 199 8 214 55 261 61 149 54 158 71 474
57 5 241 28 244 49 183 79 488 65 368 81 278
58 5 223 39 235 64 484 30 299 76 11 70 473
59 5 179 15 428 23 58 73 403 52 377 61 1
60 5 275 60 278 79 329 70 161 58 500 77 191
61 5 243 76 390 23 201 92 392 54 122 59 13
62 5 183 65 456 13 378 44 152 67 257 40 45
63 5 191 25 100 76 353 81 312 19 127 38 484
64 5 239 47 440 60 111 11 94 90 26 91 272
65 5 254 85 237 52 98 76 475 73 27 32 40
66 5 234 37 183 67 417 43 129 99 362 47 398
67 5 211 9 123 98 27 37 20 55 224 65 293
68 5 300 72 163 68 489 97 459 92 180 47 104
69 5 180 67 474 38 228 8 231 83 352 30 263
70 5 203 65 185 24 128 55 8 61 28 49 192
71 5 314 88 352 50 375 94 284 61 152 100 82
72 5 307 11 178 98 488 96 78 97 245 82 35
73 5 242 75 116 43 423 97 21 15 480 73 135
74 5 252 92 273 96 19 78 200 31 128 18 434
75 5 216 21 297 85 436 88 346 37 470 40 459
76 5 257 55 395 84 92 67 244 74 99 42 442
77 5 220 92 277 49 26 64 11 56 107 14 25
78 5 264 52 458 99 187 69 401 38 319 72 312
79 5 260 74 106 72 491 73 128 65 126 42 279
80 5 276 31 133 96 101 64 152 98 193 56 108
81 5 264 55 214 78 185 87 25 38 412 73 237
82 5 295 50 457 75 225 75 175 91 471 78 16
83 5 174 49 331 14 200 41 235 98 383 16 359
84 5 319 94 12 80 71 100 385 88 80 37 22
85 5 263 34 301 61 426 60 25 89 95 85 202
86 5 194 33 4 66 171 83 326 32 170 29 317
87 5 216 40 399 54 295 61 141 26 199 90 11
88 5 312 80 305 64 248 91 185 72 389 83 163
89 5 284 62 163 67 33 56 351 83 134 87 31
90 5 222 85 140 51 50 93 160 5 496 44 319
91 5 238 90 135 56 422 67 80 66 187 19 108
92 5 255 67 48 96 271 87 447 60 93 9 228
93 5 218 63 225 18 258 92 151 53 91 47 267
94 5 225 54 275 6 73 88 30 80 445 54 480
95 5 310 66 100 81 106 100 324 59 381 82 48
96 5 246 94 481 12 304 71 313 35 350 96 237
97 5 233 81 117 25 241 86 147 80 465 20 100
98 5 236 36 367 40 140 67 412 85 221 67 215
99 5 281 58 2 89 421 82 384 87 62 36 191
100 5 270 76 61 88 467 72 408 59 158 43 407
