11 15 2786 1 1 0 1 0 1 1 1 1 1 1 1 0 1 1
12 15 2786 0 1 0 1 0 1 1 1 1 1 1 1 1 1 1
13 15 2786 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1
14 15 2786 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1
15 15 2786 1 1 1 1 1 0 0 1 0 1 1 1 1 1 1
16 15 2786 1 0 1 1 0 1 1 1 1 1 1 0 1 1 1
17 15 2786 0 1 1 1 1 1 1 0 1 1 1 0 1 1 1
18 15 2786 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1
19 15 2786 1 1 0 1 1 0 0 1 1 1 1 1 1 1 1
20 15 2786 1 1 1 0 1 1 1 1 0 1 1 1 0 1 1
21 15 2786 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0
22 15 2786 1 1 1 0 1 0 1 1 1 1 0 1 1 1 1
23 15 2786 1 1 1 0 0 1 1 1 1 1 1 1 0 1 1
24 15 2786 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1
25 15 2786 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1
26 15 2786 0 0 1 1 1 1 1 1 1 0 1 1 1 1 1
27 15 2786 0 1 1 1 1 1 1 1 1 1 1 0 1 1 0
28 15 2786 1 0 1 1 1 0 1 1 1 1 1 1 1 1 0
29 15 2786 1 0 1 1 1 0 1 1 1 0 1 1 1 1 1
30 15 2786 1 0 1 1 1 1 1 1 1 1 0 1 1 0 1
31 15 2786 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1
32 15 2786 1 0 1 1 1 1 1 1 0 1 1 1 1 0 1
33 15 2786 1 1 1 1 1 1 0 1 1 1 0 1 1 1 0
34 15 2786 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1
35 15 2786 1 0 1 1 1 1 1 1 1 1 0 1 1 1 0
36 15 2786 1 1 1 1 1 1 1 1 0 1 1 0 0 1 1
37 15 2786 0 1 1 0 1 1 1 1 0 1 1 1 1 1 1
38 15 2786 1 0 1 1 1 1 1 1 0 1 1 1 1 0 1
39 15 2786 1 1 1 1 0 1 1 1 1 0 1 1 1 0 1
40 15 2786 1 1 1 0 1 0 1 1 1 0 1 1 1 1 1
41 15 2786 1 1 1 1 1 1 1 0 1 1 1 0 1 0 1
42 15 2786 1 1 1 1 1 1 0 0 1 1 1 1 0 1 1
43 15 2786 1 1 1 1 0 1 0 1 1 0 1 1 1 1 1
44 15 2786 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1
45 15 2786 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1
46 15 2786 1 1 1 0 1 1 1 1 1 1 1 0 1 1 0
47 15 2786 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1
48 15 2786 1 1 1 1 0 0 1 1 1 1 1 1 1 0 1
49 15 2786 1 1 1 0 1 1 1 1 0 1 1 1 0 1 1
50 15 2786 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0
51 15 2786 1 1 1 1 0 1 1 0 1 1 1 0 1 1 1
52 15 2786 1 0 1 1 1 1 1 0 1 1 1 1 1 1 0
53 15 2786 1 1 1 1 0 1 0 1 1 1 1 0 1 1 1
54 15 2786 1 1 1 1 1 1 1 1 1 1 0 1 0 0 1
55 15 2786 1 0 1 1 1 1 1 1 1 1 0 1 1 1 0
56 15 2786 1 1 0 1 1 1 0 1 1 1 0 1 1 1 1
57 15 2786 1 0 1 1 0 1 1 1 1 1 0 1 1 1 1
58 15 2786 1 1 0 0 1 1 1 1 0 1 1 1 1 1 1
59 15 2786 1 1 1 0 1 1 1 0 1 1 1 1 1 0 1
60 15 2786 1 1 1 0 1 1 1 1 0 0 1 1 1 1 1
61 15 2786 1 0 1 0 1 0 1 1 1 1 1 1 1 1 1
62 15 2786 1 1 1 1 0 1 0 1 1 0 1 1 1 1 1
63 15 2786 0 1 1 0 1 1 1 1 0 1 1 1 1 1 1
64 15 2786 1 0 1 1 1 1 1 1 1 0 1 1 1 1 0
65 15 2786 1 1 0 1 1 1 1 0 1 1 0 1 1 1 1
66 15 2786 1 1 1 1 1 1 1 0 1 0 1 1 0 1 1
67 15 2786 0 1 1 1 0 1 1 1 1 1 0 1 1 1 1
68 15 2786 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1
69 15 2786 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1
70 15 2786 1 1 0 1 1 1 0 0 1 1 1 1 1 1 1
71 15 2786 0 1 1 1 1 1 1 0 1 1 1 1 1 0 1
72 15 2786 0 1 1 1 0 1 1 1 1 1 1 0 1 1 1
73 15 2786 1 1 1 1 1 0 1 1 1 1 1 0 1 1 0
74 15 2786 1 1 1 1 1 0 1 0 0 1 1 1 1 1 1
75 15 2786 1 1 1 1 1 1 1 1 0 1 1 0 1 1 0
76 15 2786 1 1 1 1 1 0 1 1 1 0 1 1 1 1 0
77 15 2786 1 1 0 1 1 0 1 1 1 0 1 1 1 1 1
78 15 2786 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1
79 15 2786 0 1 1 1 1 1 0 1 1 0 1 1 1 1 1
80 15 2786 1 1 0 1 1 0 1 1 1 1 1 1 1 0 1
81 15 2786 1 0 1 0 1 1 1 0 1 1 1 1 1 1 1
82 15 2786 0 1 1 1 1 1 1 1 1 0 1 1 1 0 1
83 15 2786 1 0 1 1 1 1 0 1 1 1 1 1 1 0 1
84 15 2786 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1
85 15 2786 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0
86 15 2786 1 1 1 1 0 1 0 1 1 1 1 1 0 1 1
87 15 2786 1 1 1 1 1 1 1 0 0 1 1 1 1 1 0
88 15 2786 1 0 1 1 1 0 1 1 1 1 1 1 1 0 1
89 15 2786 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0
90 15 2786 1 1 1 0 1 1 1 0 1 1 1 1 1 1 0
91 15 2786 1 1 1 0 1 1 0 1 1 1 1 1 1 0 1
92 15 2786 1 1 1 1 1 1 1 1 0 1 1 1 0 1 0
93 15 2786 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0
94 15 2786 0 1 1 1 1 1 0 0 1 1 1 1 1 1 1
95 15 2786 1 1 0 1 1 1 1 0 1 1 1 1 0 1 1
96 15 2786 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1
97 15 2786 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0
98 15 2786 1 1 1 1 1 1 1 1 1 0 0 1 1 1 0
99 15 2786 1 1 1 1 1 0 1 1 1 1 1 0 0 1 1
100 15 2786 1 1 1 0 0 1 1 1 1 1 1 1 0 1 1
101 15 2786 0 1 1 0 1 1 0 1 1 1 1 1 1 1 1
102 15 2786 1 1 1 1 0 0 1 1 0 1 1 1 1 1 1
103 15 2786 1 0 1 1 1 0 1 1 1 1 1 1 1 0 1
104 15 2786 1 0 1 1 1 1 1 1 1 0 0 1 1 1 1
105 15 2786 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1
106 15 2786 1 1 1 1 1 1 1 0 1 1 0 0 1 1 1
107 15 2786 1 1 1 0 1 0 1 1 1 1 1 0 1 1 1
108 15 2786 0 1 1 1 1 1 1 0 1 1 1 1 1 0 1
109 15 2786 1 1 0 1 1 1 0 1 0 1 1 1 1 1 1
110 15 2786 1 1 0 1 1 1 1 1 1 1 1 1 0 0 1
111 15 2786 1 1 1 1 0 1 1 1 1 1 0 1 1 1 0
