1 5 239 86 86 55 19 41 55 75 148 42 301
2 5 236 94 428 55 451 5 489 44 45 98 274
3 5 280 35 366 81 305 92 272 92 351 50 345
4 5 193 35 260 67 15 15 85 43 175 82 489
5 5 207 22 469 95 415 94 147 35 81 13 118
6 5 169 33 149 15 472 38 478 79 431 47 100
7 5 236 5 296 94 36 74 317 30 124 92 239
8 5 179 26 391 25 154 30 23 56 76 87 347
9 5 239 54 361 47 99 39 453 69 384 90 69
10 5 125 43 341 19 51 6 24 68 190 21 50
11 5 124 61 467 50 464 8 219 33 472 4 101
12 5 241 20 387 27 420 78 242 90 387 87 387
13 5 270 91 320 60 92 75 81 38 377 74 444
14 5 137 21 33 91 94 10 392 37 238 13 385
15 5 257 27 293 94 474 74 319 55 398 72 338
16 5 156 12 264 9 318 36 162 95 86 43 405
17 5 132 76 57 41 432 3 321 15 155 31 236
18 5 137 58 141 16 290 7 495 30 259 61 485
19 5 222 55 93 9 277 58 116 78 232 78 472
20 5 146 23 123 6 455 69 459 15 40 70 351
21 5 276 82 256 72 190 37 421 55 177 100 404
22 5 199 45 181 47 224 37 148 48 491 72 395
23 5 245 88 84 52 412 93 26 20 201 54 429
24 5 276 89 356 60 308 56 119 64 203 76 445
25 5 237 34 156 83 113 62 60 50 435 68 212
26 5 227 57 401 62 44 73 222 2 287 90 302
27 5 180 77 189 7 481 38 250 96 4 8 135
28 5 272 66 455 71 497 67 49 100 284 36 467
29 5 212 86 290 9 27 72 47 95 127 3 196
30 5 168 99 96 26 448 1 3 22 449 63 105
31 5 281 91 178 35 166 58 158 68 428 100 464
32 5 239 52 75 47 391 17 174 94 301 89 279
33 5 170 37 438 53 139 17 251 78 383 28 71
34 5 149 14 296 12 296 56 442 35 237 70 188
35 5 144 41 241 35 337 24 82 5 114 76 86
36 5 185 4 77 59 220 89 297 71 193 9 211
37 5 198 89 181 23 349 37 400 84 26 15 208
38 5 248 91 348 57 362 61 368 18 439 84 58
39 5 170 21 376 21 433 7 458 69 356 95 470
40 5 263 17 20 81 410 69 434 99 2 63 149
41 5 206 84 100 10 84 81 225 22 83 61 206
42 5 206 59 30 22 208 5 282 99 490 73 71
43 5 190 58 313 14 455 49 376 71 179 46 175
44 5 226 97 432 69 288 97 283 7 429 13 231
45 5 171 39 91 55 358 48 247 33 46 39 206
46 5 190 8 59 24 17 28 263 82 284 96 284
47 5 211 10 71 38 253 64 466 69 297 83 375
48 5 198 72 263 87 435 54 331 8 229 27 457
49 5 168 22 253 74 160 55 258 12 18 48 182
50 5 220 94 285 6 360 77 218 88 186 10 279
51 5 228 62 236 96 188 64 233 40 93 23 134
52 5 226 85 440 16 124 89 487 74 434 19 286
53 5 200 39 62 54 270 52 29 33 83 73 498
54 5 183 77 437 26 328 6 39 35 347 85 247
55 5 148 93 130 29 406 12 147 4 483 48 298
56 5 308 92 326 32 338 95 2 68 276 98 260
57 5 172 65 388 99 347 44 320 4 327 4 59
58 5 152 40 377 1 184 43 188 7 248 100 50
59 5 176 72 229 8 16 39 472 72 435 29 382
60 5 154 60 294 71 289 11 67 48 357 3 388
61 5 161 38 193 37 338 26 235 13 263 88 163
62 5 245 88 488 47 68 60 19 91 156 21 429
63 5 89 61 160 8 377 32 213 7 84 4 185
64 5 117 1 191 17 165 53 271 4 276 72 10
65 5 171 14 121 1 152 56 486 89 41 54 168
66 5 127 19 455 62 78 1 392 22 489 55 185
67 5 144 14 62 56 8 21 19 6 436 84 79
68 5 237 55 268 51 378 99 145 37 360 55 199
69 5 88 15 383 2 229 11 290 53 392 29 71
70 5 240 84 417 94 169 12 109 59 78 51 252
71 5 159 29 150 35 45 11 175 66 220 58 353
72 5 202 88 476 95 457 54 100 10 59 6 436
73 5 84 8 151 9 56 17 201 17 333 55 254
74 5 267 9 63 65 260 100 289 90 368 70 42
75 5 222 47 457 30 173 85 241 58 75 58 461
76 5 170 50 386 46 261 40 149 47 158 30 474
77 5 179 62 54 15 364 73 244 52 183 22 488
78 5 178 33 91 27 250 45 191 65 320 53 150
79 5 185 41 94 98 167 6 57 1 420 86 428
80 5 238 89 362 90 323 18 497 57 258 44 303
81 5 257 100 297 97 395 18 348 66 290 41 384
82 5 196 62 376 42 112 95 6 37 353 9 392
83 5 139 11 109 76 460 42 13 36 94 9 90
84 5 231 57 152 46 335 91 50 3 84 92 136
85 5 212 76 100 25 353 20 312 82 127 63 484
86 5 185 1 233 69 296 45 55 85 19 32 258
87 5 263 65 453 66 343 53 425 53 258 92 379
88 5 256 6 158 95 440 69 40 50 397 100 185
89 5 164 64 173 17 63 75 284 28 90 21 42
90 5 297 76 338 95 266 76 63 61 412 64 20
91 5 275 100 322 75 153 76 33 25 278 68 396
92 5 190 4 459 9 180 54 104 73 487 98 335
93 5 216 6 185 55 224 93 231 37 412 79 150
94 5 180 48 323 26 120 90 274 27 302 35 245
95 5 158 62 437 35 247 84 94 10 473 7 284
96 5 166 13 9 70 451 1 82 59 5 65 88
97 5 48 5 78 4 245 19 35 7 315 26 116
98 5 182 19 27 16 439 59 163 38 175 96 138
99 5 184 28 135 36 214 46 183 97 206 23 200
100 5 165 71 59 30 184 14 21 51 79 41 122
