1 20 4030 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1
2 20 5565 1 1 1 1 1 0 1 0 1 1 1 1 1 1 0 1 1 1 1 1
3 20 5434 1 1 1 0 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1
4 20 5051 1 1 1 1 1 1 1 1 0 0 1 1 1 1 0 1 1 0 1 1
5 20 6116 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1
6 20 5584 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0
7 20 5143 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1
8 20 4439 1 0 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1
9 20 4625 1 1 1 0 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1
10 20 4207 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 0 1 1 1 1
11 20 4260 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 0 1
12 20 3870 1 1 0 1 1 1 0 1 1 1 0 1 1 1 1 1 0 1 1 1
13 20 4725 1 1 0 1 1 1 1 1 1 0 1 1 1 1 0 1 0 1 1 1
14 20 4095 1 1 1 1 1 1 1 0 1 1 0 1 1 1 0 1 0 1 1 1
15 20 6039 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 0 1 1
16 20 4658 1 1 0 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1
17 20 4660 1 1 1 0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1
18 20 4737 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1 0 1 1
19 20 4699 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 0 1 1 1
20 20 4806 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
21 20 5207 1 1 0 1 1 1 0 1 1 1 1 0 1 1 0 1 1 1 1 1
22 20 3961 1 0 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 1 1 1
23 20 5717 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
24 20 5320 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1
25 20 4440 1 1 0 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1
26 20 5754 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0
27 20 5671 1 0 1 0 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1
28 20 4720 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1
29 20 5441 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1
30 20 4754 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1
31 20 4723 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1
32 20 5109 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 0 0 0 1 1
33 20 5288 1 1 1 1 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1
34 20 5232 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1
35 20 5221 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1
36 20 4575 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1
37 20 4889 1 1 1 1 1 0 1 1 0 1 1 1 0 1 0 1 1 1 1 1
38 20 4198 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 0 1
39 20 4650 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
40 20 5207 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 0 1
41 20 4356 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1
42 20 4339 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1
43 20 4027 0 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1
44 20 3765 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 0 0 1 1 1
45 20 5109 1 0 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1
46 20 4163 0 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1
47 20 4102 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1
48 20 4946 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 0
