1 15 3032 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1
2 15 3658 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1
3 15 3745 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1
4 15 3865 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1
5 15 3481 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1
6 15 3834 1 0 1 1 1 1 1 1 1 1 1 1 0 0 1
7 15 3852 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0
8 15 3982 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1
9 15 3812 0 0 1 1 1 1 1 1 1 0 1 1 1 1 1
10 15 3553 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0
11 15 2786 1 1 0 1 0 1 1 1 1 1 1 1 0 1 1
12 15 3082 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1
13 15 3558 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1
14 15 3184 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1
15 15 2873 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1
16 15 3062 1 1 1 0 1 1 1 1 1 0 1 1 1 0 1
17 15 3212 0 1 1 1 1 1 1 0 1 1 1 1 1 1 0
18 15 3329 1 1 0 1 1 1 1 1 1 1 0 1 0 1 1
19 15 3700 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0
20 15 3914 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1
21 15 3739 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1
22 15 3561 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1
23 15 4141 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1
24 15 3393 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1
25 15 3349 1 1 0 1 1 0 1 1 1 1 1 0 1 1 1
26 15 3846 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1
27 15 3797 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1
28 15 3243 1 0 1 1 1 1 1 1 1 1 1 0 1 0 1
29 15 4172 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0
30 15 3237 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1
31 15 3388 1 0 1 1 1 1 0 1 1 1 1 1 1 0 1
32 15 4020 1 1 1 1 1 0 1 0 1 1 1 0 1 1 1
33 15 3758 1 1 1 1 1 1 1 0 0 1 1 1 1 1 0
34 15 4856 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1
35 15 3718 0 1 1 0 1 1 1 1 1 0 1 1 1 1 1
36 15 3947 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1
37 15 3509 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1
38 15 4248 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1
39 15 3419 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1
40 15 4030 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1
41 15 3491 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1
42 15 3905 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1
43 15 3403 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
44 15 3051 0 0 1 1 1 0 1 1 1 1 1 1 1 1 1
45 15 3185 1 1 0 0 1 0 1 0 1 1 1 1 1 1 1
46 15 2733 1 1 0 1 0 1 1 1 1 1 1 1 1 0 1
47 15 4016 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1
48 15 3257 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1
49 15 3902 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1
50 15 3113 1 0 1 1 1 1 1 1 1 1 1 1 0 0 1
