1 5 707 0 0 1 1 0
2 5 670 1 0 0 1 1
3 5 1281 1 1 1 1 0
4 5 812 1 1 0 1 1
5 5 1104 1 1 0 0 1
6 5 939 1 0 1 1 0
7 5 1040 1 1 1 0 1
8 5 1223 1 1 0 1 1
9 5 1144 1 1 1 1 0
10 5 949 1 0 1 1 1
11 5 1149 1 1 0 1 1
12 5 1107 0 1 1 1 0
13 5 756 1 1 0 0 0
14 5 864 1 1 1 0 1
15 5 922 1 1 0 1 0
16 5 1117 0 1 1 0 1
17 5 976 1 1 1 0 1
18 5 1176 1 1 0 1 1
19 5 848 0 0 0 1 1
20 5 791 1 1 1 1 0
21 5 1075 1 1 0 1 1
22 5 945 0 1 1 0 1
23 5 947 0 1 0 1 1
24 5 1263 0 1 1 1 1
25 5 960 0 1 1 1 1
26 5 1066 1 1 1 0 1
27 5 852 0 1 1 1 1
28 5 928 1 1 0 0 1
29 5 944 0 1 0 1 1
30 5 970 1 1 1 0 1
31 5 579 1 1 0 1 1
32 5 676 1 1 0 1 0
33 5 1088 1 0 1 1 1
34 5 1155 1 1 0 1 1
35 5 1182 0 0 1 1 1
36 5 643 0 1 1 1 0
37 5 808 1 1 0 0 1
38 5 669 1 0 1 0 1
39 5 670 1 0 1 1 1
40 5 806 1 1 1 0 0
41 5 942 1 1 0 0 1
42 5 516 1 1 1 0 1
43 5 941 0 1 1 1 0
44 5 1096 0 1 1 1 0
45 5 803 0 1 1 1 0
46 5 1133 0 1 1 1 1
47 5 939 1 1 0 1 1
48 5 1059 1 1 1 1 0
49 5 1152 0 1 1 1 1
50 5 867 1 0 1 1 1
51 5 804 1 1 1 0 1
52 5 841 0 1 1 1 0
53 5 1374 1 1 0 1 1
54 5 1123 1 1 1 0 1
55 5 1464 1 0 1 1 1
56 5 1302 1 0 1 1 0
57 5 1196 1 1 0 1 1
58 5 985 1 1 0 1 0
59 5 988 1 1 0 1 1
60 5 871 0 1 0 1 1
61 5 857 0 1 1 0 0
62 5 1325 1 1 1 0 1
63 5 814 1 0 1 1 1
64 5 999 1 1 1 0 1
65 5 1010 1 1 1 0 0
66 5 982 1 1 1 1 0
67 5 1326 1 1 1 0 1
68 5 882 0 1 1 0 1
69 5 1036 1 1 1 0 1
70 5 1227 1 1 1 0 0
71 5 924 0 1 1 1 0
72 5 1042 1 1 0 0 1
73 5 472 0 0 1 1 1
74 5 929 0 1 1 0 1
75 5 1133 1 0 1 1 1
76 5 585 1 1 0 1 0
77 5 895 1 0 1 1 1
78 5 875 1 1 1 1 0
79 5 1445 1 1 0 1 1
80 5 711 0 1 1 1 1
81 5 962 1 1 0 1 1
82 5 1146 1 1 0 1 1
83 5 755 0 0 1 1 1
84 5 631 1 1 1 1 0
85 5 1055 1 0 0 1 1
86 5 1162 0 1 1 1 1
87 5 837 0 1 1 1 1
88 5 1236 1 0 1 1 1
89 5 1121 1 1 1 1 0
90 5 1201 0 1 1 1 1
91 5 1119 1 1 1 0 0
92 5 1034 1 0 0 1 1
93 5 1174 0 0 1 1 1
94 5 1141 1 1 1 0 0
95 5 1098 1 0 0 1 1
96 5 820 1 0 1 0 1
97 5 1115 1 1 0 1 1
98 5 841 1 1 1 1 0
99 5 1021 0 1 1 0 1
100 5 780 0 1 0 0 1
