1 5 590 1 0 1 1 1
2 5 1698 1 1 1 0 1
3 5 1173 1 1 1 0 1
4 5 798 0 1 1 0 1
5 5 711 1 0 1 1 1
6 5 1078 1 1 0 1 1
7 5 1583 0 1 1 1 1
8 5 1224 1 1 0 1 1
9 5 1335 0 1 1 1 1
10 5 1261 1 1 1 1 0
11 5 1433 1 1 0 1 1
12 5 1017 0 1 1 1 1
13 5 1435 1 0 1 1 1
14 5 1422 1 0 1 1 1
15 5 1073 1 1 0 1 1
16 5 1046 1 1 1 0 1
17 5 1411 1 1 1 0 1
18 5 888 0 1 1 1 1
19 5 1018 1 0 1 1 1
20 5 459 0 1 1 1 1
21 5 1429 1 1 1 1 0
22 5 729 0 1 1 1 1
23 5 945 1 0 1 1 1
24 5 963 1 1 0 1 1
25 5 855 0 1 1 0 1
26 5 1161 1 1 1 1 0
27 5 948 1 1 1 0 1
28 5 1210 1 1 0 1 0
29 5 1090 1 0 1 1 1
30 5 1603 1 1 1 0 1
31 5 1260 1 0 1 1 1
32 5 1508 1 1 1 1 0
33 5 889 1 1 0 1 1
34 5 1750 1 1 1 0 1
35 5 1113 1 1 1 0 1
36 5 1717 0 1 1 1 1
37 5 1042 0 1 1 1 1
38 5 687 1 1 1 0 0
39 5 1012 1 0 0 1 1
40 5 730 1 1 1 1 0
41 5 1126 0 1 1 1 1
42 5 769 1 1 1 0 1
43 5 1046 0 1 1 1 1
44 5 1032 1 1 0 1 1
45 5 1040 1 0 1 1 1
46 5 1127 1 0 1 1 1
47 5 971 1 1 1 1 0
48 5 1093 1 1 0 1 1
49 5 730 1 0 1 1 1
50 5 1558 1 0 1 1 1
51 5 1426 1 1 1 0 1
52 5 926 1 1 1 0 1
53 5 1076 1 1 0 1 1
54 5 1167 0 1 1 1 1
55 5 952 1 1 1 1 0
56 5 1119 1 1 0 1 1
57 5 961 0 1 1 1 1
58 5 1613 1 1 0 1 1
59 5 1644 1 1 1 1 0
60 5 1387 1 1 1 0 1
61 5 1500 1 1 1 1 0
62 5 1526 1 1 1 1 0
63 5 1151 1 1 1 1 0
64 5 1352 1 0 1 1 1
65 5 1298 1 1 1 1 0
66 5 1523 1 1 0 1 1
67 5 1414 1 0 1 1 1
68 5 1067 1 0 1 1 1
69 5 1303 0 1 1 1 1
70 5 1010 1 0 1 1 1
71 5 1266 0 1 1 1 1
72 5 1125 1 1 0 1 1
73 5 1339 1 0 1 1 1
74 5 1029 0 1 1 1 1
75 5 1330 1 1 1 1 0
76 5 1117 1 1 1 0 1
77 5 1264 1 1 1 1 0
78 5 1027 0 1 1 1 1
79 5 1027 1 0 1 1 1
80 5 954 1 1 1 0 1
81 5 968 1 1 1 0 1
82 5 998 1 0 1 1 1
83 5 832 1 1 1 0 1
84 5 678 1 1 1 1 0
85 5 1259 1 1 1 0 1
86 5 921 1 1 1 1 0
87 5 1330 1 1 0 1 1
88 5 1043 1 0 1 1 1
89 5 616 0 1 1 1 1
90 5 1520 1 1 1 1 0
91 5 1134 1 1 0 1 1
92 5 873 1 0 1 1 1
93 5 1414 1 1 1 1 0
94 5 951 1 1 0 1 1
95 5 1212 1 1 1 1 0
96 5 826 1 0 1 1 1
97 5 1160 1 1 1 0 0
98 5 1167 1 1 1 1 0
99 5 1016 1 1 1 1 0
100 5 1194 1 1 0 1 1
